10.0,1.0,1362.0,568.0,103.0,241.0,1.0,1.0,0.86173
10.0,2.0,375.0,400.0,83.0,237.0,1.0,1.0,1.0
10.0,3.0,102.0,549.0,83.0,250.0,1.0,1.0,1.0
10.0,4.0,1726.0,457.0,75.0,210.0,1.0,1.0,0.91893
10.0,5.0,1127.0,973.0,77.0,215.0,1.0,1.0,0.5
10.0,6.0,631.0,761.0,100.0,251.0,1.0,1.0,0.31903
10.0,7.0,623.0,901.0,144.0,123.0,0.0,11.0,1.0
10.0,8.0,671.0,427.0,42.0,652.0,0.0,10.0,0.80063
10.0,9.0,1516.0,126.0,100.0,73.0,0.0,11.0,1.0
10.0,10.0,1556.0,-1.0,25.0,129.0,0.0,11.0,1.0
10.0,11.0,1545.0,196.0,28.0,81.0,0.0,10.0,0.57317
10.0,12.0,1513.0,266.0,95.0,80.0,0.0,11.0,1.0
10.0,13.0,1537.0,342.0,29.0,197.0,0.0,10.0,0.17121
10.0,14.0,1537.0,381.0,93.0,212.0,0.0,10.0,0.44042
10.0,15.0,1299.0,74.0,76.0,92.0,0.0,10.0,0.80352
10.0,16.0,1311.0,1.0,48.0,74.0,0.0,11.0,1.0
10.0,17.0,1564.0,380.0,53.0,110.0,0.0,11.0,1.0
10.0,18.0,1842.0,581.0,80.0,78.0,0.0,11.0,1.0
10.0,19.0,1817.0,918.0,19.0,101.0,0.0,10.0,0.74118
10.0,20.0,1860.0,978.0,19.0,106.0,0.0,10.0,0.91589
10.0,21.0,1837.0,655.0,16.0,52.0,0.0,10.0,0.72586
10.0,22.0,1856.0,724.0,35.0,258.0,0.0,11.0,1.0
10.0,23.0,1826.0,697.0,42.0,268.0,0.0,11.0,1.0
10.0,24.0,622.0,274.0,91.0,90.0,0.0,11.0,1.0
10.0,25.0,616.0,129.0,101.0,71.0,0.0,11.0,1.0
10.0,26.0,650.0,1.0,29.0,133.0,0.0,11.0,1.0
10.0,27.0,654.0,194.0,26.0,84.0,0.0,11.0,1.0
10.0,28.0,654.0,363.0,30.0,82.0,0.0,11.0,1.0
10.0,29.0,620.0,437.0,56.0,245.0,0.0,10.0,0.88383
10.0,30.0,616.0,-1.0,40.0,137.0,0.0,10.0,0.3245
10.0,31.0,1413.0,723.0,39.0,100.0,0.0,10.0,1.0
